sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
227127,https://sofifa.com/player/227127/alejandro-remiro-gargallo/210002,Álex Remiro,Alejandro Remiro Gargallo,25,1995-03-24,191,83,Spain,Real Sociedad,Spain Primera Division,1,80,84,14000000,25000,GK,Right,1,4,1,Medium/Medium,Lean,No,30500000,,GK,1,,2019-07-01,2023,,,,,,,,,83,72,78,81,43,81,GK Long Throw,12,13,13,34,15,19,14,17,29,23,40,46,69,73,40,59,66,42,73,11,34,20,11,35,24,55,,17,18,83,72,78,81,81,30+2,30+2,30+2,28+0,29+0,29+0,29+0,28+0,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,29+2,31+2,31+2,31+2,29+2,28+2,29+2,29+2,29+2,28+2
203574,https://sofifa.com/player/203574/john-stones/210002,J. Stones,John Stones,26,1994-05-28,188,70,England,Manchester City,English Premier League,1,80,83,16500000,110000,CB,Right,2,4,3,High/Medium,Lean,Yes,31800000,,SUB,5,,2016-08-09,2022,,,68,36,69,71,82,77,,,,,,,Long Throw-in,62,29,81,80,27,69,47,29,75,80,64,71,60,78,59,46,81,77,77,38,78,80,49,67,44,76,,84,81,7,15,11,10,8,59+2,59+2,59+2,64+0,63+0,63+0,63+0,64+0,66+2,66+2,66+2,68+2,72+2,72+2,72+2,68+2,76+2,79+2,79+2,79+2,76+2,77+2,80+2,80+2,80+2,77+2
204311,https://sofifa.com/player/204311/kurt-zouma/210002,K. Zouma,Kurt Happy Zouma,25,1994-10-27,190,95,France,Chelsea,English Premier League,1,80,83,16500000,82000,CB,Right,2,3,2,Medium/Medium,Normal,Yes,32600000,#Strength,LCB,15,,2014-01-31,2023,,,67,51,61,56,80,84,,,,,,,Power Header,49,47,80,67,47,50,60,59,64,63,60,73,52,76,52,63,90,66,92,49,84,79,49,60,59,69,,81,78,14,14,7,9,15,61+2,61+2,61+2,57+0,59+0,59+0,59+0,57+0,59+2,59+2,59+2,59+2,64+2,64+2,64+2,59+2,69+2,73+2,73+2,73+2,69+2,72+2,80+2,80+2,80+2,72+2
206517,https://sofifa.com/player/206517/jack-grealish/210002,J. Grealish,Jack Grealish,24,1995-09-10,180,68,England,Aston Villa,English Premier League,1,80,83,19000000,65000,"LW, CAM, CM",Right,1,3,4,Medium/Medium,Normal,Yes,37500000,,LW,10,,2012-03-01,2025,SUB,17,76,74,80,84,46,61,,,,,,,"Leadership, Flair, Playmaker (AI), Technical Dribbler (AI)",78,73,36,81,72,85,76,74,77,82,78,74,85,79,82,75,37,76,61,77,48,44,76,83,58,82,,49,43,11,6,11,10,13,72+2,72+2,72+2,80+0,78+0,78+0,78+0,80+0,80+2,80+2,80+2,79+2,77+2,77+2,77+2,79+2,66+2,64+2,64+2,64+2,66+2,62+2,52+2,52+2,52+2,62+2
208330,https://sofifa.com/player/208330/adnan-januzaj/210002,A. Januzaj,Adnan Januzaj,25,1995-02-05,186,76,Belgium,Real Sociedad,Spain Primera Division,1,80,83,18500000,37000,"RW, RM",Left,1,4,4,Medium/Low,Lean,Yes,40200000,#Dribbler,SUB,11,,2017-07-12,2022,,,78,75,78,83,30,58,,,,,,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",82,77,42,79,70,86,80,70,74,82,80,76,80,77,77,74,61,71,58,77,41,36,78,76,60,73,,23,22,15,10,11,12,7,74+2,74+2,74+2,80+0,78+0,78+0,78+0,80+0,79+2,79+2,79+2,79+2,73+2,73+2,73+2,79+2,59+2,55+2,55+2,55+2,59+2,54+2,42+2,42+2,42+2,54+2
208596,https://sofifa.com/player/208596/andrea-belotti/210002,A. Belotti,Andrea Belotti,26,1993-12-20,181,72,Italy,Torino,Italian Serie A,1,80,83,18500000,57000,ST,Right,3,5,3,High/High,Normal,Yes,32800000,,LS,9,,2015-08-18,2022,SUB,9,76,81,57,77,41,81,,,,,,,"Power Header, Outside Foot Shot",42,88,84,68,82,78,64,56,42,75,76,76,78,76,75,81,83,80,80,67,83,31,85,61,77,75,,23,32,13,7,12,14,7,80+3,80+3,80+3,73+0,77+0,77+0,77+0,73+0,73+3,73+3,73+3,71+3,64+3,64+3,64+3,71+3,56+3,55+3,55+3,55+3,56+3,54+3,55+3,55+3,55+3,54+3
210406,https://sofifa.com/player/210406/piotr-zielinski/210002,P. Zieliński,Piotr Zieliński,26,1994-05-20,180,75,Poland,Napoli,Italian Serie A,1,80,83,18000000,69000,"CM, LM",Right,3,5,4,Medium/Medium,Lean,No,32000000,,LCM,20,,2016-08-09,2024,CAM,20,79,72,81,83,70,60,,,,,,,"Long Shot Taker (AI), Technical Dribbler (AI)",77,68,52,84,75,85,80,65,80,85,77,81,78,76,76,76,52,71,56,82,56,75,77,83,51,75,,72,71,12,9,12,11,6,74+3,74+3,74+3,80+0,79+0,79+0,79+0,80+0,81+2,81+2,81+2,80+3,80+3,80+3,80+3,80+3,76+3,75+3,75+3,75+3,76+3,75+3,68+3,68+3,68+3,75+3
210411,https://sofifa.com/player/210411/otavio-edmilson-da-silva-monteiro/210002,Otávio,Otávio Edmilson da Silva Monteiro,25,1995-02-09,172,71,Brazil,FC Porto,Portuguese Liga ZON SAGRES,1,80,83,18500000,17000,"RM, CAM, CM",Right,1,3,4,High/High,Normal,Yes,38400000,#Dribbler,RM,25,,2014-09-01,2021,,,76,69,78,85,55,65,,,,,,,"Flair, Long Passer (AI), Technical Dribbler (AI)",79,68,56,77,63,86,80,72,75,85,78,74,85,81,80,73,45,74,58,68,75,52,76,80,72,80,,52,43,11,12,9,10,15,73+2,73+2,73+2,79+0,78+0,78+0,78+0,79+0,79+2,79+2,79+2,79+2,76+2,76+2,76+2,79+2,68+2,67+2,67+2,67+2,68+2,65+2,59+2,59+2,59+2,65+2
211320,https://sofifa.com/player/211320/daniele-rugani/210002,D. Rugani,Daniele Rugani,25,1994-07-29,190,84,Italy,Juventus,Italian Serie A,1,80,83,16500000,71000,CB,Right,2,3,2,Low/Medium,Lean,Yes,28500000,,SUB,24,,2015-02-04,2023,,,61,39,55,64,84,72,,,,,,,"Solid Player, Power Header",40,33,82,69,35,64,45,25,65,65,58,63,60,78,55,58,83,62,76,39,72,86,28,50,36,70,,83,80,5,10,5,5,5,55+2,55+2,55+2,55+0,55+0,55+0,55+0,55+0,57+2,57+2,57+2,57+2,63+2,63+2,63+2,57+2,70+2,74+2,74+2,74+2,70+2,72+2,80+2,80+2,80+2,72+2
214979,https://sofifa.com/player/214979/juan-musso/210002,J. Musso,Juan Agustín Musso,26,1994-05-06,191,93,Argentina,Udinese,Italian Serie A,1,80,83,13500000,17000,GK,Right,1,3,1,Medium/Medium,Normal,No,25300000,,GK,1,,2018-07-13,2023,SUB,12,,,,,,,82,77,74,84,44,80,,20,18,15,31,15,16,16,12,24,20,46,42,32,68,39,56,51,35,70,14,27,18,19,48,25,67,,14,16,82,77,74,80,84,31+2,31+2,31+2,28+0,31+0,31+0,31+0,28+0,30+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,27+2,28+2,28+2,28+2,27+2,26+2,27+2,27+2,27+2,26+2
219683,https://sofifa.com/player/219683/corentin-tolisso/210002,C. Tolisso,Corentin Tolisso,25,1994-08-03,181,81,France,FC Bayern München,German 1. Bundesliga,1,80,83,18500000,74000,"CM, CDM",Right,2,3,3,High/Medium,Normal,Yes,31900000,,SUB,24,,2017-07-01,2022,,,72,77,78,78,76,77,,,,,,,"Long Shot Taker (AI), Power Header",67,75,82,82,62,76,66,73,84,82,72,72,75,82,74,82,83,77,75,81,81,76,79,80,70,74,,77,71,7,10,14,9,14,78+2,78+2,78+2,77+0,79+0,79+0,79+0,77+0,79+2,79+2,79+2,77+2,80+2,80+2,80+2,77+2,76+2,79+2,79+2,79+2,76+2,76+2,77+2,77+2,77+2,76+2
221992,https://sofifa.com/player/221992/hirving-lozano/210002,H. Lozano,Hirving Rodrigo Lozano Bahena,24,1995-07-30,175,70,Mexico,Napoli,Italian Serie A,1,80,83,19000000,66000,"RW, ST, LW",Right,3,3,4,High/Low,Lean,Yes,33700000,"#Speedster, #Acrobat",SUB,11,,2019-08-23,2024,LW,22,93,75,71,81,41,64,,,,,,,"Speed Dribbler (AI), Outside Foot Shot",73,75,58,73,74,81,72,65,65,80,93,93,90,79,76,76,67,76,57,73,64,45,78,72,73,74,,35,29,11,10,14,14,10,76+3,76+3,76+3,79+0,78+0,78+0,78+0,79+0,78+3,78+3,78+3,78+3,71+3,71+3,71+3,78+3,63+3,59+3,59+3,59+3,63+3,60+3,51+3,51+3,51+3,60+3
223874,https://sofifa.com/player/223874/valentin-rongier/210002,V. Rongier,Valentin Rongier,25,1994-12-07,172,70,France,Olympique de Marseille,French Ligue 1,1,80,83,18500000,45000,"CM, CDM",Right,2,4,3,Medium/High,Lean,Yes,36500000,,RCM,21,,2019-09-03,2024,,,61,73,76,80,75,63,,,,,,,Playmaker (AI),62,71,40,83,74,79,76,69,81,82,65,57,77,75,90,75,75,80,58,78,52,81,73,77,65,78,,84,71,11,8,12,7,11,70+2,70+2,70+2,74+0,75+0,75+0,75+0,74+0,77+2,77+2,77+2,75+2,80+2,80+2,80+2,75+2,75+2,78+2,78+2,78+2,75+2,73+2,71+2,71+2,71+2,73+2
227055,https://sofifa.com/player/227055/gelson-dany-batalha-martins/210002,Gelson Martins,Gelson Dany Batalha Martins,25,1995-05-11,173,74,Portugal,AS Monaco,French Ligue 1,1,80,83,18500000,55000,"RM, RW",Right,3,3,5,High/High,Normal,No,36500000,"#Speedster, #Dribbler, #Engine, #Acrobat",RW,11,,2019-07-01,2024,,,94,71,72,86,51,61,,,,,,,"Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",76,69,51,75,74,87,82,60,55,81,94,94,94,75,92,77,65,86,48,69,60,50,75,75,66,82,,51,48,12,9,7,6,9,73+3,73+3,73+3,80+0,78+0,78+0,78+0,80+0,78+3,78+3,78+3,79+3,72+3,72+3,72+3,79+3,70+3,63+3,63+3,63+3,70+3,67+3,56+3,56+3,56+3,67+3
227950,https://sofifa.com/player/227950/yeray-alvarez-lopez/210002,Yeray,Yeray Álvarez López,25,1995-01-24,183,78,Spain,Athletic Club de Bilbao,Spain Primera Division,1,80,83,16500000,26000,CB,Right,2,3,2,Medium/Medium,Normal,Yes,35900000,,RCB,5,,2014-07-01,2026,,,68,49,58,61,82,76,,,,,,,"Dives Into Tackles (AI), Power Header",48,41,75,73,55,53,56,50,70,73,66,70,53,80,75,69,89,69,77,43,80,85,39,34,61,78,,81,83,12,9,8,12,11,60+2,60+2,60+2,57+0,58+0,58+0,58+0,57+0,58+2,58+2,58+2,60+2,64+2,64+2,64+2,60+2,73+2,76+2,76+2,76+2,73+2,75+2,80+2,80+2,80+2,75+2
229668,https://sofifa.com/player/229668/mario-hermoso-canseco/210002,Mario Hermoso,Mario Hermoso Canseco,25,1995-06-18,184,75,Spain,Atlético Madrid,Spain Primera Division,1,80,83,16500000,51000,CB,Left,1,3,2,High/Medium,Normal,Yes,35100000,,SUB,22,,2019-07-18,2024,,,75,49,72,71,80,79,,,,,,,Dives Into Tackles (AI),71,42,75,77,41,66,68,55,76,76,73,77,75,80,65,65,86,76,79,46,81,81,64,65,45,76,,82,80,13,8,10,5,8,65+2,65+2,65+2,68+0,67+0,67+0,67+0,68+0,69+2,69+2,69+2,70+2,72+2,72+2,72+2,70+2,77+2,78+2,78+2,78+2,77+2,78+2,80+2,80+2,80+2,78+2
199005,https://sofifa.com/player/199005/mathew-ryan/210002,M. Ryan,Mathew Ryan,28,1992-04-08,184,82,Australia,Brighton & Hove Albion,English Premier League,1,80,82,13000000,53000,GK,Right,1,4,1,Medium/Medium,Normal,Yes,25700000,,GK,1,,2017-07-01,2022,GK,1,,,,,,,81,75,82,82,52,78,"GK Long Throw, Rushes Out Of Goal",23,11,14,40,15,13,23,12,45,24,53,52,53,74,50,62,78,34,65,18,36,23,10,68,25,64,,20,17,81,75,82,78,82,31+2,31+2,31+2,32+0,33+0,33+0,33+0,32+0,36+2,36+2,36+2,34+2,37+2,37+2,37+2,34+2,31+2,34+2,34+2,34+2,31+2,30+2,30+2,30+2,30+2,30+2
201922,https://sofifa.com/player/201922/martin-hinteregger/210002,M. Hinteregger,Martin Hinteregger,27,1992-09-07,186,82,Austria,Eintracht Frankfurt,German 1. Bundesliga,1,80,82,15500000,33000,CB,Left,2,3,2,High/Medium,Normal,Yes,27500000,,LCB,13,,2019-08-01,2024,LCB,4,71,70,65,60,81,82,,,,,,,"Dives Into Tackles (AI), Long Passer (AI), Long Shot Taker (AI)",53,65,84,67,64,54,58,63,81,65,65,75,64,76,63,83,86,76,84,71,82,77,67,65,61,74,,84,83,14,14,9,13,10,71+2,71+2,71+2,64+0,67+0,67+0,67+0,64+0,66+2,66+2,66+2,65+2,70+2,70+2,70+2,65+2,72+2,76+2,76+2,76+2,72+2,75+2,80+2,80+2,80+2,75+2
212404,https://sofifa.com/player/212404/federico-bernardeschi/210002,F. Bernardeschi,Federico Bernardeschi,26,1994-02-16,185,77,Italy,Juventus,Italian Serie A,1,80,82,18000000,81000,"CAM, RM",Left,2,3,5,High/Medium,Lean,Yes,31100000,,SUB,33,,2017-07-24,2022,RW,20,80,75,80,84,60,65,,,,,,,"Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",81,68,54,83,74,84,82,80,71,84,81,79,85,78,79,82,49,77,66,82,52,66,78,79,72,78,,54,50,14,15,10,13,12,75+2,75+2,75+2,80+0,79+0,79+0,79+0,80+0,80+2,80+2,80+2,80+2,77+2,77+2,77+2,80+2,72+2,70+2,70+2,70+2,72+2,69+2,62+2,62+2,62+2,69+2
199503,https://sofifa.com/player/199503/granit-xhaka/210002,G. Xhaka,Granit Xhaka,27,1992-09-27,185,80,Switzerland,Arsenal,English Premier League,1,80,81,15000000,80000,"CDM, CM",Left,3,3,3,Low/Medium,Normal,Yes,29600000,,LCM,34,,2016-07-01,2023,LCM,10,52,65,80,69,70,80,,,,,,,"Power Free-Kick, Dives Into Tackles (AI), Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",71,50,62,85,50,66,76,77,85,80,48,55,49,73,61,90,31,82,79,75,91,72,67,80,63,67,,71,68,7,8,11,7,13,67+3,67+3,67+3,68+0,70+0,70+0,70+0,68+0,72+3,72+3,72+3,71+3,78+3,78+3,78+3,71+3,72+3,78+3,78+3,78+3,72+3,71+3,72+3,72+3,72+3,71+3
199823,https://sofifa.com/player/199823/jose-gomez-campana/210002,Campaña,José Ángel Gómez Campaña,27,1993-05-31,179,70,Spain,Levante UD,Spain Primera Division,1,80,81,16500000,31000,"CM, LM, CDM",Right,1,3,4,Medium/Medium,Normal,Yes,35900000,,RCM,24,,2016-08-15,2023,,,63,73,82,80,70,72,,,,,,,"Finesse Shot, Playmaker (AI), Outside Foot Shot",77,73,65,84,64,80,82,78,81,84,65,62,68,78,75,75,61,82,71,76,63,72,73,85,69,83,,71,62,8,11,6,7,10,74+2,74+2,74+2,77+0,77+0,77+0,77+0,77+0,79+2,79+2,79+2,78+2,80+1,80+1,80+1,78+2,75+2,76+2,76+2,76+2,75+2,73+2,70+2,70+2,70+2,73+2
200536,https://sofifa.com/player/200536/nico-schulz/210002,N. Schulz,Nico Schulz,27,1993-04-01,181,83,Germany,Borussia Dortmund,German 1. Bundesliga,1,80,81,14500000,56000,"LB, LM, LWB",Left,1,2,3,High/Medium,Normal,Yes,25700000,,SUB,14,,2019-07-01,2024,,,87,51,74,75,73,75,,,,,,,Speed Dribbler (AI),81,48,60,75,49,75,59,42,73,74,88,87,74,80,74,65,62,77,77,40,73,77,72,76,56,77,,74,76,13,9,15,7,14,67+2,67+2,67+2,73+0,71+0,71+0,71+0,73+0,72+2,72+2,72+2,76+2,73+2,73+2,73+2,76+2,78+2,75+2,75+2,75+2,78+2,77+2,74+2,74+2,74+2,77+2
200726,https://sofifa.com/player/200726/benjamin-lecomte/210002,B. Lecomte,Benjamin Lecomte,29,1991-04-26,187,78,France,AS Monaco,French Ligue 1,1,80,81,12000000,46000,GK,Left,2,3,1,Medium/Medium,Normal,No,23700000,,GK,40,,2019-07-15,2024,,,,,,,,,80,78,77,81,42,80,Saves with Feet,13,11,10,17,10,11,20,19,21,23,44,40,36,78,25,58,62,34,55,10,23,24,10,41,20,63,,11,12,80,78,77,80,81,27+2,27+2,27+2,25+0,27+0,27+0,27+0,25+0,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,25+2,25+2,25+2,25+2,25+2
202166,https://sofifa.com/player/202166/julian-draxler/210002,J. Draxler,Julian Draxler,26,1993-09-20,187,77,Germany,Paris Saint-Germain,French Ligue 1,1,80,81,17500000,82000,"CAM, CM, LW",Right,3,5,4,Medium/Medium,Lean,Yes,33700000,,SUB,23,,2017-01-03,2021,SUB,7,75,76,80,82,55,63,,,,,,,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",79,74,64,81,79,83,77,76,77,84,76,74,80,78,74,80,76,68,66,78,48,66,78,81,65,78,,64,44,11,13,5,13,8,76+3,76+3,76+3,79+0,79+0,79+0,79+0,79+0,80+1,80+1,80+1,79+2,78+3,78+3,78+3,79+2,69+3,68+3,68+3,68+3,69+3,66+3,61+3,61+3,61+3,66+3
202477,https://sofifa.com/player/202477/gerard-deulofeu-lazaro/210002,Deulofeu,Gerard Deulofeu Lázaro,26,1994-03-13,177,73,Spain,Watford,English League Championship,2,80,81,17500000,25000,"LM, CF",Right,3,4,4,High/Low,Normal,Yes,32800000,"#Dribbler, #Acrobat",SUB,7,,2018-06-11,2023,,,88,75,75,86,30,65,,,,,,,"Flair, Long Shot Taker (AI), Technical Dribbler (AI)",76,75,40,77,72,87,84,77,62,84,89,87,93,75,83,77,35,69,67,71,60,25,77,76,77,77,,30,22,12,16,14,11,11,74+3,74+3,74+3,81+0,79+0,79+0,79+0,81+0,79+2,79+2,79+2,79+2,71+3,71+3,71+3,79+2,59+3,55+3,55+3,55+3,59+3,54+3,44+3,44+3,44+3,54+3
202562,https://sofifa.com/player/202562/jerome-roussillon/210002,J. Roussillon,Jérôme Roussillon,27,1993-01-06,175,80,France,VfL Wolfsburg,German 1. Bundesliga,1,80,81,14500000,49000,"LB, LM",Left,2,3,3,High/Medium,Normal,No,25700000,,LB,15,,2018-08-06,2023,,,88,65,74,80,76,76,,,,,,,,81,63,69,75,57,80,75,56,72,81,87,88,77,78,81,75,71,78,76,65,75,77,71,73,51,77,,76,77,9,7,13,8,15,73+2,73+2,73+2,77+0,76+0,76+0,76+0,77+0,76+2,76+2,76+2,78+2,75+2,75+2,75+2,78+2,79+2,76+2,76+2,76+2,79+2,78+2,76+2,76+2,76+2,78+2
202695,https://sofifa.com/player/202695/james-tarkowski/210002,J. Tarkowski,James Tarkowski,27,1992-11-19,185,81,England,Burnley,English Premier League,1,80,81,15000000,59000,CB,Right,1,4,2,Medium/High,Normal,Yes,29600000,,RCB,5,,2016-02-01,2022,,,59,45,67,63,81,79,,,,,,,"Long Passer (AI), Power Header",59,40,82,74,40,61,54,53,73,68,55,63,55,79,53,63,82,69,82,38,85,82,43,65,52,78,,82,79,14,8,12,9,7,60+2,60+2,60+2,59+0,60+0,60+0,60+0,59+0,62+2,62+2,62+2,63+2,68+2,68+2,68+2,63+2,72+2,77+2,77+2,77+2,72+2,74+2,80+1,80+1,80+1,74+2
204525,https://sofifa.com/player/204525/inigo-martinez-berridi/210002,Iñigo Martínez,Íñigo Martínez Berridi,29,1991-05-17,182,77,Spain,Athletic Club de Bilbao,Spain Primera Division,1,80,81,14000000,29000,CB,Left,2,3,2,Medium/Medium,Normal,Yes,30500000,,LCB,4,,2018-01-30,2023,,,71,56,64,62,81,80,,,,,,,"Dives Into Tackles (AI), Leadership, Long Passer (AI)",51,42,71,72,37,53,72,51,83,71,69,72,67,78,63,81,91,72,80,74,86,85,48,50,39,69,,83,86,12,16,11,13,11,63+2,63+2,63+2,61+0,62+0,62+0,62+0,61+0,63+2,63+2,63+2,62+2,69+2,69+2,69+2,62+2,73+2,78+2,78+2,78+2,73+2,76+2,80+1,80+1,80+1,76+2
205923,https://sofifa.com/player/205923/ben-davies/210002,B. Davies,Ben Davies,27,1993-04-24,182,76,Wales,Tottenham Hotspur,English Premier League,1,80,81,14500000,86000,"LB, LWB",Left,2,3,3,Medium/High,Lean,Yes,28600000,,LB,33,,2014-07-23,2024,LB,4,73,58,75,75,78,74,,,,,,,"Long Passer (AI), Team Player",78,58,66,79,48,75,72,48,70,78,73,73,68,78,68,65,74,83,69,52,76,79,64,75,54,74,,82,80,11,7,6,7,14,68+2,68+2,68+2,72+0,71+0,71+0,71+0,72+0,72+2,72+2,72+2,74+2,75+2,75+2,75+2,74+2,79+2,78+2,78+2,78+2,79+2,78+2,76+2,76+2,76+2,78+2
206467,https://sofifa.com/player/206467/alassane-plea/210002,A. Plea,Alassane Plea,27,1993-03-10,181,79,France,Borussia Mönchengladbach,German 1. Bundesliga,1,80,81,17500000,49000,"ST, LW",Right,2,3,4,High/Medium,Normal,Yes,31100000,,ST,14,,2018-07-13,2023,,,73,83,77,79,39,74,,,,,,,"Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot",78,85,73,79,79,79,83,74,68,80,76,70,79,81,78,84,71,77,75,82,70,39,83,80,65,77,,40,30,11,15,16,12,15,80+1,80+1,80+1,80+0,80+0,80+0,80+0,80+0,80+1,80+1,80+1,79+2,74+2,74+2,74+2,79+2,61+2,60+2,60+2,60+2,61+2,58+2,53+2,53+2,53+2,58+2
210935,https://sofifa.com/player/210935/domenico-berardi/210002,D. Berardi,Domenico Berardi,25,1994-08-01,183,72,Italy,Sassuolo,Italian Serie A,1,80,81,17500000,39000,"RM, RW",Left,2,3,4,Medium/Medium,Lean,No,31100000,,RM,25,,2012-07-01,2022,,,78,80,79,82,36,68,,,,,,,Long Shot Taker (AI),75,79,62,82,78,81,76,74,79,85,79,77,87,77,73,83,65,69,60,80,85,26,79,80,76,78,,30,30,5,6,5,5,6,77+2,77+2,77+2,80+0,80+0,80+0,80+0,80+0,81+0,81+0,81+0,79+2,75+2,75+2,75+2,79+2,60+2,60+2,60+2,60+2,60+2,56+2,50+2,50+2,50+2,56+2
211748,https://sofifa.com/player/211748/kerem-demirbay/210002,K. Demirbay,Kerem Demirbay,26,1993-07-03,183,74,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1,80,81,17000000,68000,CM,Left,2,4,4,Medium/Medium,Lean,Yes,30200000,,LDM,10,,2019-07-01,2024,,,65,74,80,84,64,70,,,,,,,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",72,74,46,82,59,85,85,81,80,85,68,62,79,84,78,77,71,77,67,77,69,71,78,82,70,84,,59,54,14,15,11,14,14,74+2,74+2,74+2,79+0,79+0,79+0,79+0,79+0,80+1,80+1,80+1,79+2,80+1,80+1,80+1,79+2,72+2,74+2,74+2,74+2,72+2,69+2,66+2,66+2,66+2,69+2
212814,https://sofifa.com/player/212814/joao-mario-naval-costa-eduardo/210002,João Mário,João Mário Naval da Costa Eduardo,27,1993-01-19,179,73,Portugal,Inter,Italian Serie A,1,80,81,16500000,99000,"CM, CAM, LM",Right,3,4,4,Medium/Medium,Normal,Yes,28500000,,RES,55,,2016-08-28,2022,,,69,69,80,83,64,67,,,,,,,Technical Dribbler (AI),76,64,55,84,69,84,74,67,79,85,71,68,80,73,77,76,62,77,65,72,60,72,73,82,66,82,,70,62,6,15,8,8,8,72+3,72+3,72+3,77+0,76+0,76+0,76+0,77+0,79+2,79+2,79+2,78+3,79+2,79+2,79+2,78+3,73+3,73+3,73+3,73+3,73+3,71+3,66+3,66+3,66+3,71+3
9014,https://sofifa.com/player/9014/arjen-robben/210002,A. Robben,Arjen Robben,36,1984-01-23,180,80,Netherlands,FC Groningen,Holland Eredivisie,1,80,80,5000000,12000,"RM, CAM",Left,3,2,4,Medium/Low,Normal,Yes,7300000,#Dribbler,RM,10,,2020-07-01,2021,,,74,82,78,86,30,57,,,,,,,"Injury Prone, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",76,80,48,80,83,88,88,80,72,88,75,74,79,74,86,82,53,51,66,85,44,35,85,77,78,86,,24,24,17,14,14,8,12,78+2,78+2,78+2,81+,81+,81+,81+,81+,81+,81+,81+,79+1,73+3,73+3,73+3,79+1,57+3,55+3,55+3,55+3,57+3,52+3,44+3,44+3,44+3,52+3
45186,https://sofifa.com/player/45186/joaquin-sanchez-rodriguez/210002,Joaquín,Joaquín Sánchez Rodríguez,38,1981-07-21,179,75,Spain,Real Betis,Spain Primera Division,1,80,80,5000000,22000,"LM, RM",Right,2,3,4,High/Medium,Normal,Yes,10500000,,LM,17,,2015-09-01,2021,,,69,79,83,80,44,57,,,,,,,"Leadership, Flair, Technical Dribbler (AI)",84,81,63,83,68,83,86,77,82,81,67,71,68,83,70,80,31,51,64,78,55,35,82,84,75,81,,47,39,9,14,6,10,11,77+2,77+2,77+2,80+0,80+0,80+0,80+0,80+0,81+,81+,81+,79+1,76+2,76+2,76+2,79+1,62+2,62+2,62+2,62+2,62+2,59+2,53+2,53+2,53+2,59+2
138412,https://sofifa.com/player/138412/james-milner/210002,J. Milner,James Philip Milner,34,1986-01-04,175,70,England,Liverpool,English Premier League,1,80,80,7000000,94000,"CM, RB, LB",Right,2,4,3,High/High,Stocky,Yes,13000000,"#Engine, #Crosser",SUB,7,,2015-07-01,2022,,,58,70,82,77,77,77,,,,,,,"Solid Player, Leadership, Team Player",86,62,66,84,76,77,81,75,81,80,62,54,70,84,73,82,62,87,70,70,85,79,72,79,89,86,,80,79,12,9,10,8,6,72+2,72+2,72+2,75+0,74+0,74+0,74+0,75+0,76+2,76+2,76+2,77+2,80+0,80+0,80+0,77+2,79+1,81+,81+,81+,79+1,78+2,77+2,77+2,77+2,78+2
